,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,#Tasks before failure
23,23.0,250.0,2.0,48.0,500.0,13.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,4.0,13.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,13.0,13.0,13.0,2
24,24.0,248.0,2.0,44.0,500.0,14.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,14.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,14.0,14.0,14.0,2
25,25.0,248.0,3.0,43.0,500.0,14.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,14.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,14.0,14.0,14.0,2
26,26.0,242.0,0.0,35.0,499.0,19.0,1.0,0.0,0.0,6.0,10.0,1.0,1.0,2.0,20.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.15,19.0,19.0,20.0,2
27,27.0,242.0,1.0,35.0,498.0,19.0,1.0,0.0,0.0,6.0,10.0,1.0,0.0,3.0,20.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.15,19.0,19.0,20.0,2
28,28.0,238.0,0.0,29.0,497.0,20.0,2.0,0.0,0.0,2.0,8.0,1.0,0.0,11.0,22.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.22727272727272727,20.0,20.0,22.0,2
29,29.0,238.0,2.0,29.0,495.0,20.0,2.0,0.0,0.0,2.0,9.0,2.0,0.0,9.0,22.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.22727272727272727,20.0,20.0,22.0,2
30,30.0,233.0,3.0,19.0,494.0,22.0,2.0,0.0,0.0,4.0,13.0,1.0,0.0,6.0,24.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.25,22.0,22.0,24.0,2
31,31.0,233.0,4.0,19.0,493.0,22.0,2.0,0.0,0.0,4.0,12.0,1.0,0.0,7.0,24.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.25,22.0,22.0,24.0,2
32,32.0,226.0,2.0,10.0,490.0,23.0,3.0,0.0,0.0,5.0,13.0,3.0,0.0,5.0,26.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.34615384615384615,23.0,23.0,26.0,2
33,33.0,226.0,3.0,11.0,488.0,23.0,3.0,0.0,0.0,5.0,13.0,2.0,0.0,6.0,26.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.34615384615384615,23.0,23.0,26.0,2
34,34.0,223.0,3.0,8.0,485.0,23.0,5.0,0.0,0.0,4.0,7.0,3.0,0.0,14.0,28.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.5,23.0,23.0,28.0,2
35,35.0,223.0,5.0,11.0,480.0,23.0,5.0,0.0,0.0,4.0,8.0,5.0,0.0,11.0,28.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.5,23.0,23.0,28.0,2
36,36.0,217.0,3.0,3.0,478.0,24.0,5.0,0.0,0.0,7.0,12.0,2.0,2.0,6.0,29.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.5862068965517241,24.0,24.0,29.0,2
37,37.0,217.0,4.0,5.0,475.0,24.0,5.0,0.0,0.0,7.0,11.0,3.0,0.0,8.0,29.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.5862068965517241,24.0,24.0,29.0,2
38,38.0,212.0,1.0,5.0,468.0,26.0,7.0,0.0,0.0,5.0,8.0,7.0,5.0,8.0,33.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.5757575757575758,26.0,26.0,33.0,2
39,39.0,212.0,6.0,4.0,464.0,26.0,7.0,0.0,0.0,5.0,12.0,4.0,2.0,10.0,33.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.5454545454545454,26.0,26.0,33.0,2
40,40.0,206.0,1.0,1.0,460.0,29.0,8.0,0.0,0.0,6.0,12.0,4.0,2.0,13.0,37.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.43243243243243246,29.0,29.0,37.0,2
41,41.0,206.0,2.0,8.0,452.0,29.0,8.0,0.0,0.0,6.0,8.0,8.0,6.0,9.0,37.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.43243243243243246,29.0,29.0,37.0,2
42,42.0,200.0,1.0,1.0,448.0,33.0,8.0,0.0,0.0,8.0,12.0,4.0,7.0,10.0,41.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.4146341463414634,33.0,33.0,41.0,2
43,43.0,199.0,0.0,4.0,444.0,33.0,8.0,0.0,0.0,9.0,12.0,4.0,8.0,8.0,41.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.34146341463414637,33.0,33.0,41.0,2
44,44.0,193.0,0.0,1.0,435.0,38.0,9.0,0.0,0.0,6.0,13.0,9.0,12.0,7.0,47.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.3191489361702128,38.0,38.0,47.0,2
45,45.0,193.0,2.0,4.0,430.0,39.0,9.0,0.0,0.0,5.0,14.0,5.0,13.0,11.0,48.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.25,39.0,39.0,48.0,2
46,46.0,189.0,1.0,1.0,426.0,43.0,9.0,0.0,0.0,5.0,9.0,4.0,24.0,10.0,52.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2692307692307692,43.0,43.0,52.0,2
47,47.0,185.0,1.0,2.0,417.0,43.0,9.0,0.0,0.0,7.0,15.0,9.0,11.0,10.0,52.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.28846153846153844,43.0,43.0,52.0,2
48,48.0,182.0,1.0,1.0,412.0,46.0,9.0,0.0,0.0,6.0,14.0,5.0,18.0,12.0,55.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2727272727272727,46.0,46.0,55.0,2
49,49.0,180.0,1.0,1.0,408.0,47.0,9.0,0.0,0.0,7.0,10.0,4.0,27.0,8.0,56.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2857142857142857,47.0,47.0,56.0,2
50,50.0,175.0,1.0,1.0,398.0,50.0,10.0,0.0,0.0,6.0,14.0,10.0,20.0,10.0,60.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.26666666666666666,50.0,50.0,60.0,2
51,51.0,172.0,1.0,1.0,392.0,52.0,10.0,0.0,0.0,7.0,16.0,6.0,17.0,16.0,62.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2903225806451613,52.0,52.0,62.0,2
52,52.0,170.0,1.0,1.0,388.0,54.0,10.0,0.0,0.0,7.0,10.0,4.0,33.0,10.0,64.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.296875,54.0,54.0,64.0,2
53,53.0,165.0,1.0,1.0,378.0,57.0,10.0,0.0,0.0,6.0,14.0,10.0,30.0,7.0,67.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2537313432835821,57.0,57.0,67.0,2
54,54.0,162.0,1.0,1.0,372.0,59.0,10.0,0.0,0.0,7.0,16.0,6.0,24.0,16.0,69.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2318840579710145,59.0,59.0,69.0,2
55,55.0,160.0,1.0,1.0,368.0,61.0,10.0,0.0,0.0,7.0,10.0,4.0,36.0,14.0,71.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.23943661971830985,61.0,61.0,71.0,2
56,56.0,155.0,1.0,1.0,358.0,64.0,10.0,0.0,0.0,8.0,14.0,10.0,34.0,8.0,74.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.21621621621621623,64.0,64.0,74.0,2
57,57.0,152.0,1.0,1.0,352.0,66.0,10.0,0.0,0.0,7.0,16.0,6.0,35.0,12.0,76.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2236842105263158,66.0,66.0,76.0,2
58,58.0,150.0,1.0,1.0,348.0,71.0,10.0,0.0,0.0,4.0,10.0,4.0,54.0,9.0,81.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.18518518518518517,71.0,71.0,81.0,2
59,59.0,145.0,1.0,1.0,338.0,72.0,10.0,0.0,0.0,6.0,14.0,10.0,41.0,11.0,82.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.17073170731707318,72.0,72.0,82.0,2
60,60.0,142.0,1.0,1.0,332.0,74.0,10.0,0.0,0.0,5.0,16.0,6.0,42.0,15.0,84.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.16666666666666666,74.0,74.0,84.0,2
61,61.0,140.0,1.0,1.0,328.0,76.0,10.0,0.0,0.0,5.0,10.0,4.0,58.0,9.0,86.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.1744186046511628,76.0,76.0,86.0,2
