,Configuration,#Tasks before failure,RiskThreshold,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,MTBF,MTTR,MDT,Aoss
78,CHO,5,0.8,49.0,279.0,58.0,462.0,88.0,1.0,20.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,21.0,0.0,0.891,0.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,2029981078124.9985,0.05,19.5,0.999999999990394
79,CHO,10,0.8,49.0,278.0,56.0,529.0,21.0,1.0,22.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,23.0,0.0,0.946,0.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,3.4755658048540047e+18,0.045454545454545456,21.5,1.0
80,CHO,2,0.8,99.0,266.0,32.0,550.0,0.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,34.0,0.0,0.889,0.889,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.029411764705882353,1.0,1.0,34.0,1813504.000000001,0.045454545454545456,21.5,0.9999881446387161
81,CHO,3,0.8,99.0,262.0,24.0,550.0,0.0,1.0,37.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,38.0,0.0,0.886,0.886,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0,38.0,3180820723.8260875,0.043478260869565216,21.5,0.9999999932407383
82,CHO,5,0.8,99.0,258.0,16.0,550.0,0.0,1.0,41.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,42.0,0.0,0.865,0.865,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.023809523809523808,1.0,1.0,42.0,52086205870313.484,0.044444444444444446,22.5,0.999999999999568
83,CHO,10,0.8,99.0,255.0,10.0,550.0,0.0,1.0,44.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,45.0,0.0,0.888,0.888,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.022222222222222223,1.0,1.0,45.0,1.8507507329274167e+19,0.044444444444444446,22.5,1.0
84,CHO,2,0.8,249.0,239.0,1.0,527.0,0.0,1.0,61.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,62.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,62.0,1748457.2281205168,0.045454545454545456,21.5,0.9999877035964726
85,CHO,3,0.8,249.0,236.0,2.0,520.0,0.0,1.0,49.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,50.0,0.0,0.901,0.901,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3045811355.242639,0.043478260869565216,21.5,0.9999999929411256
86,CHO,5,0.8,249.0,232.0,0.0,514.0,0.0,1.0,67.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,68.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,249.0,249.0,0.0,0.0,0.014705882352941176,1.0,1.0,68.0,49133473111225.42,0.044444444444444446,22.5,0.999999999999542
87,CHO,10,0.8,249.0,229.0,0.0,508.0,0.0,1.0,70.0,0.0,0.0,1.0,0.0,0.0,70.0,0.0,71.0,0.0,0.881,0.881,0.0,0.0,0.0,0.0,249.0,249.0,0.0,0.0,0.014084507042253521,1.0,1.0,71.0,1.9364336372296106e+19,0.044444444444444446,22.5,1.0
88,CHO,2,0.8,499.0,211.0,0.0,472.0,0.0,1.0,88.0,0.0,0.0,1.0,0.0,0.0,88.0,0.0,89.0,0.0,0.874,0.874,0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0,0.011235955056179775,1.0,1.0,89.0,1717109.3862508864,0.045454545454545456,21.5,0.999987479114043
89,CHO,3,0.8,499.0,204.0,0.0,458.0,0.0,1.0,49.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,50.0,0.0,0.886,0.886,0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0,0.02,1.0,1.0,50.0,3045811355.242639,0.043478260869565216,21.5,0.9999999929411256
90,CHO,5,0.8,499.0,198.0,2.0,444.0,0.0,1.0,102.0,0.0,0.0,0.0,1.0,0.0,102.0,0.0,103.0,0.0,0.916,0.916,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,1.0,1.0,103.0,49133473111225.42,0.044444444444444446,22.5,0.999999999999542
91,CHO,10,0.8,499.0,191.0,0.0,432.0,0.0,1.0,107.0,0.0,0.0,1.0,0.0,0.0,107.0,0.0,108.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0,0.009259259259259259,1.0,1.0,108.0,2.0295672288624325e+19,0.044444444444444446,22.5,1.0
92,CHO,2,0.8,999.0,156.0,2.0,360.0,0.0,1.0,143.0,0.0,0.0,0.0,1.0,0.0,143.0,0.0,144.0,0.0,0.932,0.932,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,1.0,144.0,1717109.3862508864,0.045454545454545456,21.5,0.999987479114043
93,CHO,3,0.8,999.0,142.0,1.0,333.0,0.0,1.0,49.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,50.0,0.0,0.854,0.854,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3013409106.7826114,0.043478260869565216,21.5,0.9999999928652237
94,CHO,5,0.8,999.0,128.0,1.0,305.0,0.0,1.0,172.0,0.0,0.0,0.0,1.0,0.0,172.0,0.0,173.0,0.0,0.923,0.923,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,1.0,173.0,49844974980885.2,0.044444444444444446,22.5,0.9999999999995486
95,CHO,10,0.8,999.0,116.0,2.0,280.0,0.0,1.0,183.0,0.0,0.0,0.0,1.0,0.0,183.0,0.0,184.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,1.0,184.0,2.0295672288624325e+19,0.044444444444444446,22.5,1.0
96,DHO,2,0.5,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.937,0.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
97,DHO,3,0.5,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.895,0.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
98,DHO,5,0.5,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
99,DHO,10,0.5,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.873,0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
100,DHO,2,0.5,49.0,207.0,0.0,2.0,462.0,24.0,0.0,0.0,0.0,4.0,7.0,2.0,3.0,8.0,24.0,0.0,0.936,0.936,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.4166666666666667,24.0,24.0,24.0,207032539.71350116,0.09064096108193656,11.032539682539682,0.9999999467110865
101,DHO,3,0.5,49.0,198.0,3.0,2.0,441.0,26.0,0.0,0.0,0.0,3.0,10.0,4.0,1.0,8.0,26.0,0.0,0.924,0.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,26.0,26.0,26.0,1026750639829.1816,0.0730723606168446,12.8517316017316,0.9999999999874831
102,DHO,5,0.5,49.0,195.0,4.0,2.0,434.0,26.0,0.0,0.0,0.0,4.0,12.0,6.0,2.0,2.0,26.0,0.0,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0,26.0,26.0,4.593516120337165e+16,0.06489994591671173,14.575,0.9999999999999997
103,DHO,10,0.5,49.0,192.0,6.0,1.0,427.0,28.0,0.0,0.0,0.0,5.0,10.0,5.0,1.0,7.0,28.0,0.0,0.865,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.5,28.0,28.0,28.0,1.641546830822407e+20,0.06185567010309279,14.833333333333332,1.0
104,DHO,2,0.5,99.0,42.0,0.0,2.0,132.0,62.0,0.0,0.0,0.0,10.0,17.0,9.0,3.0,23.0,62.0,0.0,0.93,0.93,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.46774193548387094,62.0,62.0,62.0,7.083578291551459e+17,0.03142255935662567,30.990936251160043,1.0
105,DHO,3,0.5,99.0,12.0,2.0,2.0,70.0,63.0,0.0,0.0,0.0,11.0,23.0,10.0,4.0,15.0,63.0,0.0,0.932,0.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079365079365079,63.0,63.0,63.0,3.35045741035115e+27,0.028878368959740337,33.544661114487155,1.0
106,DHO,5,0.5,99.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.871,0.871,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
107,DHO,10,0.5,99.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.937,0.937,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
108,DHO,2,0.5,249.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.921,0.921,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
109,DHO,3,0.5,249.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.918,0.918,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
110,DHO,5,0.5,249.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.909,0.909,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
111,DHO,10,0.5,249.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.932,0.932,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
112,DHO,2,0.5,499.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.946,0.946,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
113,DHO,3,0.5,499.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.888,0.888,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
114,DHO,5,0.5,499.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.905,0.905,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
115,DHO,10,0.5,499.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.877,0.877,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
116,DHO,2,0.5,999.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.935,0.935,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
117,DHO,3,0.5,999.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
118,DHO,5,0.5,999.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.935,0.935,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
119,DHO,10,0.5,999.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.883,0.883,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
120,DHO,2,0.6,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.861,0.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
121,DHO,3,0.6,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
122,DHO,5,0.6,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.858,0.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
123,DHO,10,0.6,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.893,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
124,DHO,2,0.6,49.0,207.0,0.0,2.0,462.0,24.0,0.0,0.0,0.0,4.0,7.0,2.0,3.0,8.0,24.0,0.0,0.852,0.852,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.4166666666666667,24.0,24.0,24.0,207032539.71350116,0.09064096108193656,11.032539682539682,0.9999999467110865
125,DHO,3,0.6,49.0,198.0,3.0,2.0,441.0,26.0,0.0,0.0,0.0,3.0,10.0,4.0,1.0,8.0,26.0,0.0,0.916,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,26.0,26.0,26.0,1026750639829.1816,0.0730723606168446,12.8517316017316,0.9999999999874831
126,DHO,5,0.6,49.0,195.0,4.0,2.0,434.0,26.0,0.0,0.0,0.0,4.0,12.0,6.0,2.0,2.0,26.0,0.0,0.866,0.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0,26.0,26.0,4.593516120337165e+16,0.06489994591671173,14.575,0.9999999999999997
127,DHO,10,0.6,49.0,192.0,6.0,1.0,427.0,28.0,0.0,0.0,0.0,5.0,10.0,5.0,1.0,7.0,28.0,0.0,0.868,0.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.5,28.0,28.0,28.0,1.641546830822407e+20,0.06185567010309279,14.833333333333332,1.0
128,DHO,2,0.6,99.0,42.0,0.0,2.0,132.0,62.0,0.0,0.0,0.0,10.0,17.0,9.0,3.0,23.0,62.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.46774193548387094,62.0,62.0,62.0,7.083578291551459e+17,0.03142255935662567,30.990936251160043,1.0
129,DHO,3,0.6,99.0,12.0,2.0,2.0,70.0,63.0,0.0,0.0,0.0,11.0,23.0,10.0,4.0,15.0,63.0,0.0,0.909,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079365079365079,63.0,63.0,63.0,3.35045741035115e+27,0.028878368959740337,33.544661114487155,1.0
130,DHO,5,0.6,99.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.936,0.936,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
131,DHO,10,0.6,99.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.892,0.892,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
132,DHO,2,0.6,249.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.941,0.941,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
133,DHO,3,0.6,249.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.881,0.881,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
134,DHO,5,0.6,249.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.902,0.902,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
135,DHO,10,0.6,249.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.861,0.861,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
136,DHO,2,0.6,499.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.927,0.927,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
137,DHO,3,0.6,499.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.886,0.886,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
138,DHO,5,0.6,499.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.898,0.898,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
139,DHO,10,0.6,499.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.936,0.936,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
140,DHO,2,0.6,999.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.933,0.933,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
141,DHO,3,0.6,999.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.916,0.916,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
142,DHO,5,0.6,999.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.931,0.931,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
143,DHO,10,0.6,999.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.852,0.852,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
144,DHO,2,0.7,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.893,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
145,DHO,3,0.7,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.888,0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
146,DHO,5,0.7,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.894,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
147,DHO,10,0.7,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
148,DHO,2,0.7,49.0,207.0,0.0,2.0,462.0,24.0,0.0,0.0,0.0,4.0,7.0,2.0,3.0,8.0,24.0,0.0,0.878,0.878,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.4166666666666667,24.0,24.0,24.0,207032539.71350116,0.09064096108193656,11.032539682539682,0.9999999467110865
149,DHO,3,0.7,49.0,198.0,3.0,2.0,441.0,26.0,0.0,0.0,0.0,3.0,10.0,4.0,1.0,8.0,26.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,26.0,26.0,26.0,1026750639829.1816,0.0730723606168446,12.8517316017316,0.9999999999874831
150,DHO,5,0.7,49.0,195.0,4.0,2.0,434.0,26.0,0.0,0.0,0.0,4.0,12.0,6.0,2.0,2.0,26.0,0.0,0.903,0.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0,26.0,26.0,4.593516120337165e+16,0.06489994591671173,14.575,0.9999999999999997
151,DHO,10,0.7,49.0,192.0,6.0,1.0,427.0,28.0,0.0,0.0,0.0,5.0,10.0,5.0,1.0,7.0,28.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.5,28.0,28.0,28.0,1.641546830822407e+20,0.06185567010309279,14.833333333333332,1.0
152,DHO,2,0.7,99.0,42.0,0.0,2.0,132.0,62.0,0.0,0.0,0.0,10.0,17.0,9.0,3.0,23.0,62.0,0.0,0.913,0.913,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.46774193548387094,62.0,62.0,62.0,7.083578291551459e+17,0.03142255935662567,30.990936251160043,1.0
153,DHO,3,0.7,99.0,12.0,2.0,2.0,70.0,63.0,0.0,0.0,0.0,11.0,23.0,10.0,4.0,15.0,63.0,0.0,0.869,0.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079365079365079,63.0,63.0,63.0,3.35045741035115e+27,0.028878368959740337,33.544661114487155,1.0
154,DHO,5,0.7,99.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.861,0.861,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
155,DHO,10,0.7,99.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.868,0.868,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
156,DHO,2,0.7,249.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
157,DHO,3,0.7,249.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.943,0.943,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
158,DHO,5,0.7,249.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.916,0.916,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
159,DHO,10,0.7,249.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.869,0.869,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
