,Configuration,#Tasks before failure,RiskThreshold,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,MTBF,MTTR,MDT,Aoss
160,DHO,2,0.7,499.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
161,DHO,3,0.7,499.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.945,0.945,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
162,DHO,5,0.7,499.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.908,0.908,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
163,DHO,10,0.7,499.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.918,0.918,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
164,DHO,2,0.7,999.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.917,0.917,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
165,DHO,3,0.7,999.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.944,0.944,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
166,DHO,5,0.7,999.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.886,0.886,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
167,DHO,10,0.7,999.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.92,0.92,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
168,DHO,2,0.8,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.943,0.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
169,DHO,3,0.8,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
170,DHO,5,0.8,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.885,0.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
171,DHO,10,0.8,19.0,264.0,28.0,50.0,500.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.903,0.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,12.000000000000004,2.0000000000000004,0.3333333333333333,0.9729729729729729
172,DHO,2,0.8,49.0,207.0,0.0,2.0,462.0,24.0,0.0,0.0,0.0,4.0,7.0,2.0,3.0,8.0,24.0,0.0,0.897,0.897,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.4166666666666667,24.0,24.0,24.0,207032539.71350116,0.09064096108193656,11.032539682539682,0.9999999467110865
173,DHO,3,0.8,49.0,198.0,3.0,2.0,441.0,26.0,0.0,0.0,0.0,3.0,10.0,4.0,1.0,8.0,26.0,0.0,0.907,0.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,26.0,26.0,26.0,1026750639829.1816,0.0730723606168446,12.8517316017316,0.9999999999874831
174,DHO,5,0.8,49.0,195.0,4.0,2.0,434.0,26.0,0.0,0.0,0.0,4.0,12.0,6.0,2.0,2.0,26.0,0.0,0.891,0.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0,26.0,26.0,4.593516120337165e+16,0.06489994591671173,14.575,0.9999999999999997
175,DHO,10,0.8,49.0,192.0,6.0,1.0,427.0,28.0,0.0,0.0,0.0,5.0,10.0,5.0,1.0,7.0,28.0,0.0,0.863,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.5,28.0,28.0,28.0,1.641546830822407e+20,0.06185567010309279,14.833333333333332,1.0
176,DHO,2,0.8,99.0,42.0,0.0,2.0,132.0,62.0,0.0,0.0,0.0,10.0,17.0,9.0,3.0,23.0,62.0,0.0,0.932,0.932,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.46774193548387094,62.0,62.0,62.0,7.083578291551459e+17,0.03142255935662567,30.990936251160043,1.0
177,DHO,3,0.8,99.0,12.0,2.0,2.0,70.0,63.0,0.0,0.0,0.0,11.0,23.0,10.0,4.0,15.0,63.0,0.0,0.946,0.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079365079365079,63.0,63.0,63.0,3.35045741035115e+27,0.028878368959740337,33.544661114487155,1.0
178,DHO,5,0.8,99.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.887,0.887,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
179,DHO,10,0.8,99.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
180,DHO,2,0.8,249.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.855,0.855,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
181,DHO,3,0.8,249.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.947,0.947,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
182,DHO,5,0.8,249.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.854,0.854,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
183,DHO,10,0.8,249.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.938,0.938,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
184,DHO,2,0.8,499.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.862,0.862,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
185,DHO,3,0.8,499.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.927,0.927,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
186,DHO,5,0.8,499.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.928,0.928,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
187,DHO,10,0.8,499.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
188,DHO,2,0.8,999.0,0.0,49.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.935,0.935,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,77.0,77.0,77.0,1.5917966098108818e+22,0.02645082020424461,36.30601101509617,1.0
189,DHO,3,0.8,999.0,0.0,49.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.932,0.932,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,76.0,76.0,76.0,1.5363058232333692e+32,0.025000077523658657,38.74987596253078,1.0
190,DHO,5,0.8,999.0,0.0,49.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.851,0.851,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,83.0,83.0,83.0,4.0930657677347194e+46,0.02180456889703134,43.278614441114456,1.0
191,DHO,10,0.8,999.0,0.0,49.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.863,0.863,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,88.0,88.0,88.0,2.0006877534103637e+58,0.022660777480484506,41.83744588744589,1.0
192,HHO,2,0.5,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.917,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
193,HHO,3,0.5,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.865,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
194,HHO,5,0.5,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.865,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
195,HHO,10,0.5,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.928,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
196,HHO,2,0.5,49.0,180.0,1.0,1.0,408.0,47.0,9.0,0.0,0.0,7.0,10.0,4.0,27.0,8.0,56.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.2857142857142857,47.0,47.0,56.0,2348937710334443.5,0.0371511550765874,24.04206349206349,0.9999999999999898
197,HHO,3,0.5,49.0,148.0,0.0,7.0,339.0,49.0,14.0,0.0,0.0,9.0,26.0,13.0,3.0,12.0,63.0,0.0,0.895,0.895,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.3968253968253968,49.0,49.0,63.0,2.619911099259484e+22,0.03268991282689912,28.840476190476195,1.0
198,HHO,5,0.5,49.0,143.0,0.0,1.0,335.0,71.0,14.0,0.0,0.0,10.0,21.0,13.0,35.0,6.0,85.0,0.0,0.874,0.874,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.29411764705882354,71.0,71.0,85.0,9.809065776096796e+36,0.024891101431238336,36.8,1.0
199,HHO,10,0.5,49.0,141.0,1.0,1.0,330.0,68.0,15.0,0.0,0.0,11.0,28.0,14.0,24.0,6.0,83.0,0.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.3132530120481928,68.0,68.0,83.0,1.59320145330123e+42,0.025210084033613446,34.666666666666664,1.0
200,HHO,2,0.5,99.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.926,0.926,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
201,HHO,3,0.5,99.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
202,HHO,5,0.5,99.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.935,0.935,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
203,HHO,10,0.5,99.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.921,0.921,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
204,HHO,2,0.5,249.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.894,0.894,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
205,HHO,3,0.5,249.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.915,0.915,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
206,HHO,5,0.5,249.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.918,0.918,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
207,HHO,10,0.5,249.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.872,0.872,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
208,HHO,2,0.5,499.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.924,0.924,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
209,HHO,3,0.5,499.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.904,0.904,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
210,HHO,5,0.5,499.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.923,0.923,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
211,HHO,10,0.5,499.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.899,0.899,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
212,HHO,2,0.5,999.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.934,0.934,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
213,HHO,3,0.5,999.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.906,0.906,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
214,HHO,5,0.5,999.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.897,0.897,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
215,HHO,10,0.5,999.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.949,0.949,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
216,HHO,2,0.6,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.921,0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
217,HHO,3,0.6,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.852,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
218,HHO,5,0.6,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.878,0.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
219,HHO,10,0.6,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.876,0.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
220,HHO,2,0.6,49.0,180.0,1.0,1.0,408.0,47.0,9.0,0.0,0.0,7.0,10.0,4.0,27.0,8.0,56.0,0.0,0.889,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.2857142857142857,47.0,47.0,56.0,2348937710334443.5,0.0371511550765874,24.04206349206349,0.9999999999999898
221,HHO,3,0.6,49.0,148.0,0.0,7.0,339.0,49.0,14.0,0.0,0.0,9.0,26.0,13.0,3.0,12.0,63.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.3968253968253968,49.0,49.0,63.0,2.619911099259484e+22,0.03268991282689912,28.840476190476195,1.0
222,HHO,5,0.6,49.0,143.0,0.0,1.0,335.0,71.0,14.0,0.0,0.0,10.0,21.0,13.0,35.0,6.0,85.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.29411764705882354,71.0,71.0,85.0,9.809065776096796e+36,0.024891101431238336,36.8,1.0
223,HHO,10,0.6,49.0,141.0,1.0,1.0,330.0,68.0,15.0,0.0,0.0,11.0,28.0,14.0,24.0,6.0,83.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.3132530120481928,68.0,68.0,83.0,1.59320145330123e+42,0.025210084033613446,34.666666666666664,1.0
224,HHO,2,0.6,99.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.906,0.906,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
225,HHO,3,0.6,99.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.851,0.851,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
226,HHO,5,0.6,99.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.871,0.871,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
227,HHO,10,0.6,99.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.895,0.895,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
228,HHO,2,0.6,249.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.905,0.905,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
229,HHO,3,0.6,249.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.927,0.927,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
230,HHO,5,0.6,249.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.885,0.885,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
231,HHO,10,0.6,249.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.935,0.935,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
232,HHO,2,0.6,499.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.864,0.864,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
233,HHO,3,0.6,499.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.887,0.887,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
234,HHO,5,0.6,499.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.855,0.855,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
235,HHO,10,0.6,499.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.853,0.853,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
236,HHO,2,0.6,999.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
237,HHO,3,0.6,999.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.868,0.868,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
238,HHO,5,0.6,999.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.884,0.884,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
239,HHO,10,0.6,999.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.889,0.889,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
240,HHO,2,0.7,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.858,0.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
241,HHO,3,0.7,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
242,HHO,5,0.7,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.873,0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
