,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,#Tasks before failure
47,47.0,174.0,1.0,58.0,339.0,0.0,0.0,30.0,25.0,10.0,17.0,4.0,2.0,22.0,55.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.4727272727272727,25.0,30.0,55.0,2
48,48.0,174.0,5.0,55.0,338.0,0.0,0.0,30.0,26.0,9.0,17.0,1.0,7.0,22.0,56.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.39285714285714285,26.0,30.0,56.0,2
49,49.0,168.0,3.0,49.0,334.0,0.0,0.0,33.0,26.0,9.0,14.0,4.0,9.0,23.0,59.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.3728813559322034,26.0,33.0,59.0,2
50,50.0,164.0,1.0,55.0,322.0,0.0,0.0,34.0,27.0,9.0,16.0,12.0,7.0,17.0,61.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.4426229508196721,27.0,34.0,61.0,2
51,51.0,156.0,1.0,44.0,317.0,0.0,0.0,35.0,30.0,9.0,22.0,5.0,19.0,10.0,65.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.2923076923076923,30.0,35.0,65.0,2
52,52.0,154.0,4.0,51.0,303.0,0.0,0.0,35.0,30.0,10.0,23.0,14.0,5.0,13.0,65.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.4461538461538462,30.0,35.0,65.0,2
53,53.0,148.0,6.0,43.0,297.0,0.0,0.0,37.0,31.0,10.0,21.0,6.0,16.0,15.0,68.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.3088235294117647,31.0,37.0,68.0,2
54,54.0,144.0,6.0,40.0,292.0,0.0,0.0,38.0,32.0,10.0,22.0,5.0,8.0,25.0,70.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.44285714285714284,32.0,38.0,70.0,2
55,55.0,136.0,1.0,44.0,277.0,0.0,0.0,40.0,34.0,10.0,19.0,15.0,6.0,24.0,74.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.4594594594594595,34.0,40.0,74.0,2
56,56.0,134.0,6.0,38.0,274.0,0.0,0.0,40.0,35.0,10.0,20.0,3.0,16.0,26.0,75.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.36,35.0,40.0,75.0,2
